full_name,year,GEOID,year,name,parent-location,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed,full_name
Adams County-Indiana,2000,18001,2000,Adams County,Indiana,33625,9.08,23.04,393.0,40625.0,85400.0,18.8,95.77,0.13,3.32,0.14,0.19,0.02,0.4,0.01,2723,7.0,7.0,0.26,0.26,0,0,1,Adams County-Indiana
Adams County-Indiana,2001,18001,2001,Adams County,Indiana,33625,9.08,23.04,393.0,40625.0,85400.0,18.8,95.77,0.13,3.32,0.14,0.19,0.02,0.4,0.01,2732,25.0,10.0,0.37,0.92,0,0,1,Adams County-Indiana
Adams County-Indiana,2002,18001,2002,Adams County,Indiana,33625,9.08,23.04,393.0,40625.0,85400.0,18.8,95.77,0.13,3.32,0.14,0.19,0.02,0.4,0.01,2741,14.0,3.0,0.11,0.51,0,0,1,Adams County-Indiana
Adams County-Indiana,2003,18001,2003,Adams County,Indiana,33625,9.08,23.04,393.0,40625.0,85400.0,18.8,95.77,0.13,3.32,0.14,0.19,0.02,0.4,0.01,2750,0.0,0.0,0.0,0.0,0,0,1,Adams County-Indiana
Adams County-Indiana,2004,18001,2004,Adams County,Indiana,33625,9.08,23.04,393.0,40625.0,85400.0,18.8,95.77,0.13,3.32,0.14,0.19,0.02,0.4,0.01,2759,3.0,2.0,0.07,0.11,0,0,1,Adams County-Indiana
Adams County-Indiana,2005,18001,2005,Adams County,Indiana,33955,12.12,22.27,575.0,43208.0,109900.0,24.9,95.14,0.29,3.51,0.14,0.15,0.0,0.76,0.0,2769,3.0,2.0,0.07,0.11,0,0,1,Adams County-Indiana
Adams County-Indiana,2006,18001,2006,Adams County,Indiana,33955,12.12,22.27,575.0,43208.0,109900.0,24.9,95.14,0.29,3.51,0.14,0.15,0.0,0.76,0.0,2778,5.0,4.0,0.14,0.18,0,0,1,Adams County-Indiana
Adams County-Indiana,2007,18001,2007,Adams County,Indiana,33955,12.12,22.27,575.0,43208.0,109900.0,24.9,95.14,0.29,3.51,0.14,0.15,0.0,0.76,0.0,2787,3.0,2.0,0.07,0.11,0,0,1,Adams County-Indiana
Adams County-Indiana,2008,18001,2008,Adams County,Indiana,33955,12.12,22.27,575.0,43208.0,109900.0,24.9,95.14,0.29,3.51,0.14,0.15,0.0,0.76,0.0,2796,3.0,2.0,0.07,0.11,0,0,1,Adams County-Indiana
Adams County-Indiana,2009,18001,2009,Adams County,Indiana,33955,12.12,22.27,575.0,43208.0,109900.0,24.9,95.14,0.29,3.51,0.14,0.15,0.0,0.76,0.0,2805,6.0,4.0,0.14,0.21,0,0,1,Adams County-Indiana
Adams County-Indiana,2010,18001,2010,Adams County,Indiana,34387,11.61,23.43,560.0,45339.0,113500.0,25.3,94.57,0.3,4.11,0.17,0.23,0.02,0.56,0.04,2814,8.0,5.0,0.18,0.28,0,0,1,Adams County-Indiana
Adams County-Indiana,2011,18001,2011,Adams County,Indiana,34642,10.93,21.63,545.0,48188.0,116900.0,27.0,94.06,0.7,4.36,0.11,0.31,0.0,0.38,0.08,2865,11.0,9.0,0.31,0.38,0,0,1,Adams County-Indiana
Adams County-Indiana,2012,18001,2012,Adams County,Indiana,34642,10.93,21.63,545.0,48188.0,116900.0,27.0,94.06,0.7,4.36,0.11,0.31,0.0,0.38,0.08,2915,25.0,13.0,0.45,0.86,0,0,1,Adams County-Indiana
Adams County-Indiana,2013,18001,2013,Adams County,Indiana,34642,10.93,21.63,545.0,48188.0,116900.0,27.0,94.06,0.7,4.36,0.11,0.31,0.0,0.38,0.08,2966,29.0,8.0,0.27,0.98,0,0,1,Adams County-Indiana
Adams County-Indiana,2014,18001,2014,Adams County,Indiana,34642,10.93,21.63,545.0,48188.0,116900.0,27.0,94.06,0.7,4.36,0.11,0.31,0.0,0.38,0.08,3017,29.0,9.0,0.3,0.96,0,0,1,Adams County-Indiana
Adams County-Indiana,2015,18001,2015,Adams County,Indiana,34642,10.93,21.63,545.0,48188.0,116900.0,27.0,94.06,0.7,4.36,0.11,0.31,0.0,0.38,0.08,3067,46.0,32.0,1.04,1.5,0,0,1,Adams County-Indiana
Adams County-Indiana,2016,18001,2016,Adams County,Indiana,34642,10.93,21.63,545.0,48188.0,116900.0,27.0,94.06,0.7,4.36,0.11,0.31,0.0,0.38,0.08,3118,44.0,32.0,1.03,1.41,0,0,1,Adams County-Indiana
Adams County-Ohio,2000,39001,2000,Adams County,Ohio,27330,17.36,26.15,381.0,29315.0,67400.0,22.7,97.34,0.17,0.64,0.63,0.12,0.03,1.02,0.04,2746,68.0,49.0,1.78,2.48,0,0,0,Adams County-Ohio
Adams County-Ohio,2001,39001,2001,Adams County,Ohio,27330,17.36,26.15,381.0,29315.0,67400.0,22.7,97.34,0.17,0.64,0.63,0.12,0.03,1.02,0.04,2792,62.0,39.0,1.4,2.22,0,0,0,Adams County-Ohio
Adams County-Ohio,2002,39001,2002,Adams County,Ohio,27330,17.36,26.15,381.0,29315.0,67400.0,22.7,97.34,0.17,0.64,0.63,0.12,0.03,1.02,0.04,2837,50.0,36.0,1.27,1.76,0,0,1,Adams County-Ohio
Adams County-Ohio,2003,39001,2003,Adams County,Ohio,27330,17.36,26.15,381.0,29315.0,67400.0,22.7,97.34,0.17,0.64,0.63,0.12,0.03,1.02,0.04,2883,34.0,32.0,1.11,1.18,0,0,1,Adams County-Ohio
Adams County-Ohio,2004,39001,2004,Adams County,Ohio,27330,17.36,26.15,381.0,29315.0,67400.0,22.7,97.34,0.17,0.64,0.63,0.12,0.03,1.02,0.04,2928,53.0,51.0,1.74,1.81,0,0,1,Adams County-Ohio
Adams County-Ohio,2005,39001,2005,Adams County,Ohio,28142,18.59,27.33,498.0,33850.0,95400.0,30.5,96.74,0.36,0.76,0.31,0.08,0.0,1.76,0.0,2974,44.0,43.0,1.45,1.48,0,0,1,Adams County-Ohio
Adams County-Ohio,2006,39001,2006,Adams County,Ohio,28142,18.59,27.33,498.0,33850.0,95400.0,30.5,96.74,0.36,0.76,0.31,0.08,0.0,1.76,0.0,3019,66.0,63.0,2.09,2.19,0,0,1,Adams County-Ohio
Adams County-Ohio,2007,39001,2007,Adams County,Ohio,28142,18.59,27.33,498.0,33850.0,95400.0,30.5,96.74,0.36,0.76,0.31,0.08,0.0,1.76,0.0,3065,81.0,80.0,2.61,2.64,0,0,1,Adams County-Ohio
Adams County-Ohio,2008,39001,2008,Adams County,Ohio,28142,18.59,27.33,498.0,33850.0,95400.0,30.5,96.74,0.36,0.76,0.31,0.08,0.0,1.76,0.0,3110,76.0,76.0,2.44,2.44,0,0,1,Adams County-Ohio
Adams County-Ohio,2009,39001,2009,Adams County,Ohio,28142,18.59,27.33,498.0,33850.0,95400.0,30.5,96.74,0.36,0.76,0.31,0.08,0.0,1.76,0.0,3156,65.0,64.0,2.03,2.06,0,0,1,Adams County-Ohio
Adams County-Ohio,2010,39001,2010,Adams County,Ohio,28550,18.57,28.72,522.0,34282.0,94600.0,31.4,97.07,0.29,0.85,0.37,0.11,0.01,1.26,0.04,3201,42.0,42.0,1.31,1.31,0,0,1,Adams County-Ohio
Adams County-Ohio,2011,39001,2011,Adams County,Ohio,28229,18.79,30.97,562.0,35560.0,87900.0,34.4,96.71,0.38,0.87,0.23,0.11,0.0,1.69,0.01,3248,83.0,68.0,2.09,2.56,0,0,0,Adams County-Ohio
Adams County-Ohio,2012,39001,2012,Adams County,Ohio,28229,18.79,30.97,562.0,35560.0,87900.0,34.4,96.71,0.38,0.87,0.23,0.11,0.0,1.69,0.01,3294,82.0,76.0,2.31,2.49,0,0,0,Adams County-Ohio
Adams County-Ohio,2013,39001,2013,Adams County,Ohio,28229,18.79,30.97,562.0,35560.0,87900.0,34.4,96.71,0.38,0.87,0.23,0.11,0.0,1.69,0.01,3341,80.0,68.0,2.04,2.39,0,0,0,Adams County-Ohio
Adams County-Ohio,2014,39001,2014,Adams County,Ohio,28229,18.79,30.97,562.0,35560.0,87900.0,34.4,96.71,0.38,0.87,0.23,0.11,0.0,1.69,0.01,3387,76.0,68.0,2.01,2.24,0,0,0,Adams County-Ohio
Adams County-Ohio,2015,39001,2015,Adams County,Ohio,28229,18.79,30.97,562.0,35560.0,87900.0,34.4,96.71,0.38,0.87,0.23,0.11,0.0,1.69,0.01,3434,108.0,90.0,2.62,3.15,0,0,0,Adams County-Ohio
Adams County-Ohio,2016,39001,2016,Adams County,Ohio,28229,18.79,30.97,562.0,35560.0,87900.0,34.4,96.71,0.38,0.87,0.23,0.11,0.0,1.69,0.01,3480,111.0,89.0,2.56,3.19,0,0,0,Adams County-Ohio
Adams County-Pennsylvania,2000,42001,2000,Adams County,Pennsylvania,91292,7.12,23.15,509.0,42704.0,110100.0,22.1,93.72,1.15,3.64,0.18,0.49,0.02,0.72,0.09,7791,412.0,190.0,2.44,5.29,0,0,0,Adams County-Pennsylvania
Adams County-Pennsylvania,2001,42001,2001,Adams County,Pennsylvania,91292,7.12,23.15,509.0,42704.0,110100.0,22.1,93.72,1.15,3.64,0.18,0.49,0.02,0.72,0.09,7877,395.0,198.0,2.51,5.01,0,0,0,Adams County-Pennsylvania
Adams County-Pennsylvania,2002,42001,2002,Adams County,Pennsylvania,91292,7.12,23.15,509.0,42704.0,110100.0,22.1,93.72,1.15,3.64,0.18,0.49,0.02,0.72,0.09,7962,348.0,206.0,2.59,4.37,0,0,0,Adams County-Pennsylvania
Adams County-Pennsylvania,2003,42001,2003,Adams County,Pennsylvania,91292,7.12,23.15,509.0,42704.0,110100.0,22.1,93.72,1.15,3.64,0.18,0.49,0.02,0.72,0.09,8047,398.0,225.0,2.8,4.95,0,0,0,Adams County-Pennsylvania
Adams County-Pennsylvania,2004,42001,2004,Adams County,Pennsylvania,91292,7.12,23.15,509.0,42704.0,110100.0,22.1,93.72,1.15,3.64,0.18,0.49,0.02,0.72,0.09,8133,375.0,199.0,2.45,4.61,0,0,0,Adams County-Pennsylvania
Adams County-Pennsylvania,2005,42001,2005,Adams County,Pennsylvania,101011,4.87,22.73,690.0,54899.0,190900.0,26.2,90.78,1.6,5.6,0.13,0.69,0.0,0.96,0.24,8218,440.0,228.0,2.77,5.35,0,0,0,Adams County-Pennsylvania
Adams County-Pennsylvania,2006,42001,2006,Adams County,Pennsylvania,101011,4.87,22.73,690.0,54899.0,190900.0,26.2,90.78,1.6,5.6,0.13,0.69,0.0,0.96,0.24,8304,442.0,284.0,3.42,5.32,0,0,0,Adams County-Pennsylvania
Adams County-Pennsylvania,2007,42001,2007,Adams County,Pennsylvania,101011,4.87,22.73,690.0,54899.0,190900.0,26.2,90.78,1.6,5.6,0.13,0.69,0.0,0.96,0.24,8389,419.0,274.0,3.27,4.99,1,1,0,Adams County-Pennsylvania
Adams County-Pennsylvania,2008,42001,2008,Adams County,Pennsylvania,101011,4.87,22.73,690.0,54899.0,190900.0,26.2,90.78,1.6,5.6,0.13,0.69,0.0,0.96,0.24,8474,391.0,231.0,2.73,4.61,1,1,0,Adams County-Pennsylvania
Adams County-Pennsylvania,2009,42001,2009,Adams County,Pennsylvania,101011,4.87,22.73,690.0,54899.0,190900.0,26.2,90.78,1.6,5.6,0.13,0.69,0.0,0.96,0.24,8560,363.0,165.0,1.93,4.24,0,1,0,Adams County-Pennsylvania
Adams County-Pennsylvania,2010,42001,2010,Adams County,Pennsylvania,101407,5.56,22.74,798.0,58465.0,204000.0,29.3,90.56,1.43,6.03,0.14,0.73,0.02,1.02,0.08,8645,461.0,202.0,2.34,5.33,0,1,0,Adams County-Pennsylvania
Adams County-Pennsylvania,2011,42001,2011,Adams County,Pennsylvania,101767,5.83,22.67,838.0,60356.0,193100.0,30.4,89.85,1.48,6.5,0.09,0.73,0.0,1.32,0.03,8795,443.0,181.0,2.06,5.04,0,1,0,Adams County-Pennsylvania
Adams County-Pennsylvania,2012,42001,2012,Adams County,Pennsylvania,101767,5.83,22.67,838.0,60356.0,193100.0,30.4,89.85,1.48,6.5,0.09,0.73,0.0,1.32,0.03,8944,421.0,147.0,1.64,4.71,0,1,0,Adams County-Pennsylvania
Adams County-Pennsylvania,2013,42001,2013,Adams County,Pennsylvania,101767,5.83,22.67,838.0,60356.0,193100.0,30.4,89.85,1.48,6.5,0.09,0.73,0.0,1.32,0.03,9094,514.0,171.0,1.88,5.65,0,1,0,Adams County-Pennsylvania
Adams County-Pennsylvania,2014,42001,2014,Adams County,Pennsylvania,101767,5.83,22.67,838.0,60356.0,193100.0,30.4,89.85,1.48,6.5,0.09,0.73,0.0,1.32,0.03,9244,412.0,154.0,1.67,4.46,0,1,0,Adams County-Pennsylvania
Adams County-Pennsylvania,2015,42001,2015,Adams County,Pennsylvania,101767,5.83,22.67,838.0,60356.0,193100.0,30.4,89.85,1.48,6.5,0.09,0.73,0.0,1.32,0.03,9393,381.0,155.0,1.65,4.06,0,1,0,Adams County-Pennsylvania
Adams County-Pennsylvania,2016,42001,2016,Adams County,Pennsylvania,101767,5.83,22.67,838.0,60356.0,193100.0,30.4,89.85,1.48,6.5,0.09,0.73,0.0,1.32,0.03,9543,227.0,82.0,0.86,2.38,0,1,1,Adams County-Pennsylvania
Adams County-Wisconsin,2000,55001,2000,Adams County,Wisconsin,18643,10.38,14.7,443.0,33408.0,83600.0,23.6,96.66,0.27,1.44,0.54,0.33,0.02,0.71,0.03,1161,8.0,7.0,0.6,0.69,0,0,0,Adams County-Wisconsin
Adams County-Wisconsin,2001,55001,2001,Adams County,Wisconsin,18643,10.38,14.7,443.0,33408.0,83600.0,23.6,96.66,0.27,1.44,0.54,0.33,0.02,0.71,0.03,1191,23.0,22.0,1.85,1.93,0,0,0,Adams County-Wisconsin
Adams County-Wisconsin,2002,55001,2002,Adams County,Wisconsin,18643,10.38,14.7,443.0,33408.0,83600.0,23.6,96.66,0.27,1.44,0.54,0.33,0.02,0.71,0.03,1221,31.0,18.0,1.47,2.54,0,0,0,Adams County-Wisconsin
Adams County-Wisconsin,2003,55001,2003,Adams County,Wisconsin,18643,10.38,14.7,443.0,33408.0,83600.0,23.6,96.66,0.27,1.44,0.54,0.33,0.02,0.71,0.03,1252,23.0,21.0,1.68,1.84,0,0,0,Adams County-Wisconsin
Adams County-Wisconsin,2004,55001,2004,Adams County,Wisconsin,18643,10.38,14.7,443.0,33408.0,83600.0,23.6,96.66,0.27,1.44,0.54,0.33,0.02,0.71,0.03,1282,23.0,23.0,1.79,1.79,0,0,0,Adams County-Wisconsin
Adams County-Wisconsin,2005,55001,2005,Adams County,Wisconsin,20400,9.01,17.32,586.0,38726.0,125500.0,28.0,91.38,3.12,2.97,0.84,0.66,0.0,0.96,0.08,1312,27.0,26.0,1.98,2.06,0,0,0,Adams County-Wisconsin
Adams County-Wisconsin,2006,55001,2006,Adams County,Wisconsin,20400,9.01,17.32,586.0,38726.0,125500.0,28.0,91.38,3.12,2.97,0.84,0.66,0.0,0.96,0.08,1342,30.0,28.0,2.09,2.24,0,0,0,Adams County-Wisconsin
Adams County-Wisconsin,2007,55001,2007,Adams County,Wisconsin,20400,9.01,17.32,586.0,38726.0,125500.0,28.0,91.38,3.12,2.97,0.84,0.66,0.0,0.96,0.08,1372,31.0,29.0,2.11,2.26,0,0,0,Adams County-Wisconsin
Adams County-Wisconsin,2008,55001,2008,Adams County,Wisconsin,20400,9.01,17.32,586.0,38726.0,125500.0,28.0,91.38,3.12,2.97,0.84,0.66,0.0,0.96,0.08,1403,34.0,30.0,2.14,2.42,0,0,0,Adams County-Wisconsin
Adams County-Wisconsin,2009,55001,2009,Adams County,Wisconsin,20400,9.01,17.32,586.0,38726.0,125500.0,28.0,91.38,3.12,2.97,0.84,0.66,0.0,0.96,0.08,1433,49.0,31.0,2.16,3.42,0,0,0,Adams County-Wisconsin
Adams County-Wisconsin,2010,55001,2010,Adams County,Wisconsin,20875,7.62,16.88,656.0,42781.0,135900.0,28.0,91.08,2.93,3.75,0.86,0.38,0.02,0.96,0.02,1463,54.0,35.0,2.39,3.69,0,0,0,Adams County-Wisconsin
Adams County-Wisconsin,2011,55001,2011,Adams County,Wisconsin,20451,8.63,15.39,695.0,43640.0,131600.0,29.4,90.6,3.0,3.83,0.44,0.36,0.2,1.54,0.03,1496,36.0,29.0,1.94,2.41,0,0,0,Adams County-Wisconsin
Adams County-Wisconsin,2012,55001,2012,Adams County,Wisconsin,20451,8.63,15.39,695.0,43640.0,131600.0,29.4,90.6,3.0,3.83,0.44,0.36,0.2,1.54,0.03,1530,44.0,31.0,2.03,2.88,0,0,0,Adams County-Wisconsin
Adams County-Wisconsin,2013,55001,2013,Adams County,Wisconsin,20451,8.63,15.39,695.0,43640.0,131600.0,29.4,90.6,3.0,3.83,0.44,0.36,0.2,1.54,0.03,1563,42.0,31.0,1.98,2.69,0,0,0,Adams County-Wisconsin
