Hour,Door,Assignment,Volume
4,75,12,
4,76,16,
4,77,16,
4,78,0,
4,79,16,
4,80,21,
4,81,21,
4,82,18,
4,83,18,
4,84,19,
4,85,19,
4,86,19,
4,87,15,
4,88,0,
4,89,15,
4,90,0,
4,91,0,
4,92,17,
4,93,17,
4,94,17,
4,95,17,
4,96,20,
4,97,0,
4,98,20,
4,99,20,
4,100,20,
4,1,0,
4,2,4,
4,3,4,
4,4,4,
4,5,2,
4,6,2,
4,7,2,
4,8,0,
4,9,0,
4,10,2,
4,11,2,
4,12,2,
4,13,3,
4,14,0,
4,15,3,
4,16,3,
4,17,1,
4,18,1,
4,19,1,
4,20,0,
4,21,5,
4,22,5,
4,23,5,
4,24,5,
4,25,0,
4,26,7,
4,27,0,
4,28,7,
4,29,7,
4,30,7,
4,31,7,
4,32,0,
4,33,0,
4,34,0,
4,35,6,
4,36,6,
4,37,6,
4,38,0,
4,39,6,
4,40,0,
4,41,6,
4,42,6,
4,43,8,
4,44,8,
4,45,0,
4,46,8,
4,47,0,
4,48,9,
4,49,9,
4,50,9,
4,51,0,
4,52,12,
4,53,12,
4,54,13,
4,55,0,
4,56,13,
4,57,13,
4,58,0,
4,59,10,
4,60,10,
4,61,10,
4,62,0,
4,63,10,
4,64,14,
4,65,14,
4,66,14,
4,67,0,
4,68,0,
4,69,11,
4,70,11,
4,71,0,
4,72,11,
4,73,11,
4,74,11,
4,75,0,
4,76,0,
4,77,0,
4,78,17,
4,79,17,
4,80,17,
4,81,0,
4,82,16,
4,83,16,
4,84,16,
4,85,21,
4,86,21,
4,87,0,
4,88,0,
4,89,18,
4,90,18,
4,91,18,
4,92,20,
4,93,0,
4,94,0,
4,95,0,
4,96,20,
4,97,15,
4,98,15,
4,99,19,
4,100,19,
