Hour,Door,Assignment,Volume
4,67,0,0
4,68,0,0
4,69,11,51
4,70,11,3
4,71,0,0
4,72,11,39
4,73,11,12
4,74,11,78
4,75,0,0
4,76,0,0
4,77,0,0
4,78,17,71
4,79,17,55
4,80,17,78
4,81,0,0
4,82,16,61
4,83,16,16
4,84,16,75
4,85,21,100
4,86,21,70
4,87,0,0
4,88,0,0
4,89,18,45
4,90,18,21
4,91,18,68
4,92,20,45
4,93,0,0
4,94,0,0
4,95,0,0
4,96,20,92
4,97,15,43
4,98,15,89
4,99,19,83
4,100,19,46
5,1,4,82
5,2,4,41
5,3,4,74
5,4,0,0
5,5,1,89
5,6,0,0
5,7,0,0
5,8,1,76
5,9,1,14
5,10,1,95
5,11,2,29
5,12,2,72
5,13,2,7
5,14,0,0
5,15,2,29
5,16,2,74
5,17,2,12
5,18,3,47
5,19,3,70
5,20,3,22
5,21,0,0
5,22,0,0
5,23,3,56
5,24,3,13
5,25,3,4
5,26,8,12
5,27,8,2
5,28,8,68
5,29,8,69
5,30,0,0
5,31,8,18
5,32,8,1
5,33,8,44
5,34,6,62
5,35,6,66
5,36,0,0
5,37,6,53
5,38,9,67
5,39,9,42
5,40,9,48
5,41,9,26
5,42,9,44
5,43,0,0
5,44,0,0
5,45,5,94
5,46,5,67
5,47,5,76
5,48,7,81
5,49,7,89
5,50,7,72
5,51,0,0
5,52,10,100
5,53,10,76
5,54,15,11
5,55,15,96
5,56,15,46
5,57,0,0
5,58,11,47
5,59,11,83
5,60,11,38
5,61,12,25
5,62,12,58
5,63,0,0
5,64,12,40
5,65,12,44
5,66,14,70
5,67,0,0
5,68,0,0
5,69,14,57
5,70,0,0
5,71,14,59
5,72,13,78
5,73,13,9
5,74,13,26
5,75,13,23
5,76,0,0
5,77,0,0
5,78,0,0
5,79,18,58
5,80,18,40
5,81,0,0
5,82,18,87
5,83,0,0
5,84,19,36
5,85,19,63
5,86,19,59
5,87,0,0
5,88,16,23
5,89,0,0
5,90,16,77
5,91,16,32
5,92,20,31
5,93,20,35
5,94,20,40
5,95,0,0
5,96,20,24
5,97,17,52
5,98,17,8
5,99,17,53
5,100,17,39
6,1,0,0
6,2,2,81
6,3,2,26
6,4,2,72
6,5,2,10
6,6,0,0
6,7,3,74
6,8,0,0
6,9,3,52
6,10,3,53
6,11,3,66
6,12,4,84
6,13,4,50
6,14,4,56
6,15,1,29
6,16,1,66
6,17,1,37
6,18,1,71
6,19,5,64
6,20,5,43
6,21,5,6
6,22,5,45
6,23,5,6
6,24,5,54
6,25,0,0
6,26,11,75
6,27,11,65
6,28,11,52
6,29,11,26
6,30,6,46
6,31,6,85
6,32,6,23
6,33,6,16
6,34,6,35
6,35,8,64
6,36,8,10
6,37,8,60
6,38,8,79
6,39,10,99
6,40,10,36
6,41,10,25
6,42,7,93
6,43,7,12
6,44,7,38
6,45,7,69
6,46,9,58
6,47,9,10
6,48,9,43
6,49,9,80
6,50,9,30
6,51,13,47
6,52,13,60
6,53,13,21
6,54,13,41
6,55,15,60
6,56,15,64
6,57,15,34
6,58,14,89
6,59,14,93
6,60,17,42
6,61,17,95
6,62,17,7
6,63,18,89
6,64,18,40
6,65,16,26
6,66,16,54
6,67,16,44
6,68,16,27
6,69,12,22
6,70,12,67
6,71,12,1
6,72,0,0
6,73,12,1
6,74,12,2
6,75,12,56
6,76,0,0
6,77,24,96
6,78,24,88
6,79,20,48
6,80,20,66
6,81,21,57
6,82,0,0
6,83,0,0
6,84,0,0
6,85,21,94
6,86,21,5
6,87,22,82
6,88,0,0
6,89,22,36
6,90,0,0
6,91,22,36
6,92,23,27
6,93,23,83
6,94,23,30
6,95,23,6
6,96,0,0
6,97,0,0
6,98,23,31
6,99,19,76
6,100,19,78
7,1,2,35
7,2,2,27
7,3,2,14
7,4,2,54
7,5,2,25
7,6,2,56
7,7,4,32
7,8,4,12
7,9,4,34
7,10,4,96
7,11,4,27
7,12,4,3
7,13,1,24
7,14,1,42
7,15,1,26
7,16,1,66
7,17,1,44
7,18,0,0
7,19,3,81
7,20,3,88
7,21,3,33
7,22,5,79
7,23,5,88
7,24,5,63
7,25,5,11
7,26,7,92
7,27,7,12
7,28,7,89
7,29,11,35
7,30,11,56
7,31,11,61
7,32,0,0
7,33,11,66
7,34,6,87
7,35,6,44
7,36,6,89
7,37,9,51
7,38,9,61
7,39,9,67
7,40,9,19
7,41,8,78
7,42,8,66
7,43,8,61
7,44,10,4
7,45,10,95
7,46,10,48
7,47,10,6
7,48,10,38
7,49,0,0
7,50,10,1
7,51,14,93
7,52,14,75
7,53,12,32
7,54,12,53
7,55,12,76
7,56,15,68
7,57,15,60
7,58,15,57
7,59,17,45
7,60,17,96
7,61,17,23
7,62,16,71
7,63,16,80
7,64,18,29
7,65,18,12
7,66,18,32
7,67,18,63
7,68,18,10
7,69,18,39
7,70,13,84
7,71,13,4
7,72,13,15
7,73,13,12
7,74,13,12
7,75,13,39
7,76,21,47
7,77,0,0
7,78,21,71
7,79,21,15
7,80,21,16
7,81,20,40
7,82,0,0
7,83,20,68
7,84,20,36
7,85,20,11
7,86,19,63
7,87,19,70
7,88,19,55
7,89,22,85
7,90,22,10
7,91,22,16
7,92,22,41
7,93,23,63
7,94,23,27
7,95,0,0
7,96,0,0
7,97,0,0
7,98,23,78
7,99,23,8
7,100,23,8
